id,批次,清单类型,备案月份,算法名称,算法类别_原始,算法类别_LLM,企业角色,企业名称,应用产品,主要用途,发放日期,注册资本_万元,省份,城市,县区,行业一级,行业二级,行业三级,经度,纬度,技术代际
3785,第十二批,深度合成,2025-07,灵境UMIX端到端环绕声生成算法,深度合成,内容生成,服务提供者,苏州灵境影音技术有限公司,灵境UMIX(其他),应用于音频生成场景，根据用户上传的音频，生成相应的环绕声格式音频。,2024-05-01,182,江苏省,苏州市,相城区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,120.678491,31.409592,G3
3786,第十二批,深度合成,2025-07,力联云定象聚合信息合成算法,深度合成,人机对话,服务技术支持者,力联云智能家居（常州）有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成故障维修相关的文本。,2024-05-01,100,江苏省,常州市,钟楼区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,119.893943,31.808347,G4
3787,第十二批,深度合成,2025-07,全渠道消费者智能分析决策大模型生成合成算法,深度合成,人机对话,服务提供者,杭州锐鲨科技有限公司,全渠道消费者智能分析决策大模型平台(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-05-01,1000,浙江省,杭州市,西湖区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,120.125607,30.273017,G4
3788,第十二批,深度合成,2025-07,青骓文生文算法,深度合成,内容生成,服务提供者,成都泛融合创科技有限公司,青骓AI(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-05-01,500,四川省,成都市,武侯区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,104.298180,30.757001,G4
3789,第十二批,深度合成,2025-07,易联云公共服务多模态大模型算法,深度合成,智能搜索,服务提供者,易联云计算（杭州）有限责任公司,易联云(网站),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本回复。,2024-05-01,8000,浙江省,杭州市,余杭区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,119.996422,30.276303,G4
3790,第十二批,深度合成,2025-07,莫听冥想引导内容生成算法,深度合成,内容生成,服务提供者,天津莫听科技有限公司,莫听(APP),应用于对话生成场景，根据用户输入的文本、音频，生成相应的文本、音频回复，提供情绪调节和冥想引导。,2024-05-01,3,天津市,天津市,河北区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,117.471551,39.092828,G4
3791,第十二批,深度合成,2025-07,东华电子政企语义理解与智能问答算法,深度合成,人机对话,服务技术支持者,东华电子信息产业（宁波）有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成相应的文本。,2024-05-01,10000,浙江省,宁波市,海曙区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,121.634770,29.877146,G3
3792,第十二批,深度合成,2025-07,星联AI图片生成与处理算法,深度合成,内容生成,服务提供者,厦门偕行星联管理咨询有限公司,偕行AI(小程序),应用于图像生成场景，根据用户输入的姓氏和选择的生肖，生成相应的生肖姓氏头像图像。,2024-05-01,100,福建省,厦门市,思明区,租赁和商务服务业,商务服务业,企业管理服务,118.197029,24.485971,G4
3793,第十二批,深度合成,2025-07,瑞庭AI视觉理解算法,深度合成,内容生成,服务提供者,瑞庭网络技术（上海）有限公司,安居客|家装店铺管理后台(网站)、安居客(APP),应用于文本生成场景，根据用户上传的图像、视频，生成相应的文本，主要应用于房源介绍领域。,2024-05-01,29650,上海市,上海市,浦东新区,租赁和商务服务业,商务服务业,企业管理服务,121.526724,31.232052,G4
3794,第十二批,深度合成,2025-07,拂晓企业分析大模型算法,深度合成,内容生成,服务提供者,北京六一六信息技术有限公司,拂晓(网站),应用于对话生成场景，根据用户输入的文本、图像，生成相应的文本回复，主要应用于风控领域。,2024-05-01,5500,北京市,北京市,西城区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.332709,39.850318,G4
3795,第十二批,深度合成,2025-07,建广数字科技多模态生成算法,深度合成,智能搜索,服务提供者,深圳建广数字科技有限公司,AI校园监控(APP)、AI校园监控(小程序),应用于视频识别场景，根据用户输入的视频，生成相应的文本、图像，主要应用于视频监控领域。,2024-05-01,5001,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.005058,22.595537,G3
3796,第十二批,深度合成,2025-07,欧琳生活大模型生成合成算法,深度合成,内容生成,服务提供者,大盛达奇（宁波）人工智能有限公司,欧琳生活大模型(APP)、欧琳智慧生活(小程序),应用于文本生成场景，根据用户输入的文本、图像、音频，生成相应的文本回复。,2024-05-01,80,浙江省,宁波市,鄞州区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,121.590321,29.809672,G4
3797,第十二批,深度合成,2025-07,星玩伴AI生成合成算法,深度合成,内容生成,服务提供者,广州帆星网络科技有限公司,星玩伴(网站),应用于图像生成场景，根据用户输入的文本，生成相应的图像，主要应用于教育领域。,2024-05-01,100,广东省,广州市,白云区,批发和零售业,批发业,纺织、服装及家庭用品批发,113.279016,23.182890,G4
3798,第十二批,深度合成,2025-07,董小屿文本生成算法,深度合成,内容生成,服务提供者,深圳市路演时代科技有限公司,董小屿文本生成算法(小程序),应用于文本生成场景，根据用户输入的文本，生成相应的文本回复。,2024-05-01,160,广东省,深圳市,南山区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,114.230312,22.752866,G4
3799,第十二批,深度合成,2025-07,豆包企业版实时语音模型算法,深度合成,人机对话,服务技术支持者,北京抖音信息服务有限公司,未回填,应用于语音交互场景，服务于企业端客户，根据用户输入的语音，生成相应的语音回复。,2024-05-01,20000,北京市,北京市,海淀区,文化、体育和娱乐业,广播、电视、电影和影视录音制作业,电影和影视节目制作,116.338628,39.975197,G4
3800,第十二批,深度合成,2025-07,天鹅到家图像优化生成合成算法,深度合成,内容生成,服务提供者,五八到家有限公司,天鹅到家(APP)、天鹅到家极速版(APP),应用于图像生成场景，根据用户输入的图像，生成优化后的图像内容。,2024-05-01,20000,湖南省,长沙市,未回填,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,112.879493,28.228680,G4
3801,第十二批,深度合成,2025-07,天鹅到家AI客服生成合成算法,深度合成,人机对话,服务提供者,五八到家有限公司,天鹅到家(APP)、阿姨一点通(APP)、天鹅到家极速版(APP),应用于智能对话场景，根据用户输入的文本，生成符合用户需求的文本回复。,2024-05-01,20000,湖南省,长沙市,未回填,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,112.879493,28.228680,G4
3802,第十二批,深度合成,2025-07,人民网自在心理疏导算法,深度合成,内容生成,服务技术支持者,人民网股份有限公司,写易智能创作引擎(网站)、人民智媒大模型(网站),应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成心理健康相关的文本。,2024-05-01,110569,北京市,北京市,西城区,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,116.373895,39.953992,G4
3803,第十二批,深度合成,2025-07,麦当劳图像生成算法,深度合成,内容生成,服务提供者,金拱门（中国）有限公司,麦当劳(APP),应用于图像生成场景，根据用户输入的图像，生成特定主题的定制化图像。,2024-05-01,11000,上海市,上海市,徐汇区,租赁和商务服务业,商务服务业,企业管理服务,121.463768,31.162807,G4
3804,第十二批,深度合成,2025-07,云希谷文本生成算法,深度合成,内容生成,服务提供者,深圳市云希谷科技有限公司,口语对练(其他),应用于文本生成场景，根据用户输入的音频，生成英语学习相关的文本。,2024-05-01,228,广东省,深圳市,南山区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,113.907425,22.549936,G4
3805,第十二批,深度合成,2025-07,星月写作网文合成算法,深度合成,内容生成,服务提供者,保定智语科技有限公司,星月写作(网站),应用于文本生成场景，根据用户输入的文本，生成小说写作相关的文本。,2024-05-01,3,河北省,保定市,莲池区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,115.500864,38.831300,G4
3806,第十二批,深度合成,2025-07,bubbot智能语音合成算法,深度合成,内容生成,服务提供者,深圳市乐唯科技开发有限公司,bubbot(APP),应用于语音生成场景，根据用户输入的文本，生成相应的语音回复。,2024-05-01,1250,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.940148,22.524553,G4
3807,第十二批,深度合成,2025-07,小对象AI智能多模态用户画像生成算法,深度合成,内容生成,服务提供者,深圳市乐唯科技开发有限公司,小对象(APP),应用于图像生成场景，根据用户输入的文本、图像，生成风格统一、信息可视化的图像。,2024-05-01,1250,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.940148,22.524553,G4
3808,第十二批,深度合成,2025-07,小职书智能对话算法,深度合成,人机对话,服务提供者,桥麦互联科技（南京）有限公司,小职书(小程序),应用于对话生成场景，根据用户输入的文本、音频，生成相应的文本、音频。,2024-05-01,500,江苏省,南京市,浦口区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.667838,32.078295,G4
3809,第十二批,深度合成,2025-07,极简未来多智能体协作任务文本生成算法,深度合成,内容生成,服务提供者,深圳极简未来科技有限公司,LinkAI(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2024-05-01,100,广东省,深圳市,宝安区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,113.897457,22.592063,G4
3810,第十二批,深度合成,2025-07,三维家AI视频合成算法-1,深度合成,内容生成,服务技术支持者,广东三维家信息科技有限公司,素材广场(网站),应用于视频生成场景，服务于企业端客户，根据用户输入的文本、图像，生成家居行业相关的视频内容。,2024-05-01,96368,广东省,广州市,天河区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,113.413986,23.170765,G4
3811,第十二批,深度合成,2025-07,奕兆智能生成合成算法,深度合成,内容生成,服务提供者,奕兆科技（深圳）有限公司,奕兆AI校园(网站)、奕兆AI校园(APP),应用于多模态内容生成场景，根据用户输入的文本、图像、视频，生成教育行业相关的文本、图像、视频内容。,2024-05-01,400,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.880345,22.500440,G4
3812,第十二批,深度合成,2025-07,西客栗子AI智能客服文本生成算法,深度合成,人机对话,服务提供者,上海瀚途网络技术有限公司,西客栗子(APP)、西客栗子(网站),应用于文本生成场景，根据用户输入的文本，生成客服相关的文本回复。,2024-05-01,900,上海市,上海市,杨浦区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.508740,31.304232,G4
3813,第十二批,深度合成,2025-07,趣猿AI文生文算法,深度合成,内容生成,服务提供者,杭州趣猿人工智能有限公司,趣猿AI(APP),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2024-05-01,500,浙江省,杭州市,西湖区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.074062,30.291667,G4
3814,第十二批,深度合成,2025-07,建广数字科技文本生成算法,深度合成,内容生成,服务提供者,深圳建广数字科技有限公司,ESG评分系统(小程序)、ESG评分系统(网站),应用于文本生成场景，根据用户输入文本，生成相应的文本内容。,2024-05-01,5001,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.005058,22.595537,G4
3815,第十二批,深度合成,2025-07,金塑宝智能对话合成算法,深度合成,人机对话,服务提供者,福建金塑宝科技有限公司,金塑宝(APP)、金塑宝(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本、图像内容。,2024-05-01,15000,福建省,厦门市,思明区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.195613,24.495363,G4
3816,第十二批,深度合成,2025-07,深度同步朵拉心理小屋多模态算法,深度合成,内容生成,服务提供者,杭州深度同步科技有限公司,朵拉心理小屋(APP)、明智家长(小程序),应用于多模态内容生成场景，根据用户输入的文本、图像、音频，生成心理健康相关的文本、图像、音频内容。,2024-05-01,100,浙江省,杭州市,拱墅区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,120.166835,30.298393,G4
3817,第十二批,深度合成,2025-07,德势数智数字人合成算法,深度合成,内容生成,服务提供者,广州德势数智科技有限公司,德势数智(小程序),应用于数字人生成场景，根据用户输入的文本、音频、视频，生成相应的音频、数字人视频。,2024-05-01,5,广东省,广州市,南沙区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,113.503791,22.810393,G4
3818,第十二批,深度合成,2025-07,小商AI视频翻译算法,深度合成,内容生成,服务提供者,义乌中国小商品城大数据有限公司,小商品城(APP)、小商AI视创(小程序)、小商AI设计(小程序)、义乌小商品城(网站),应用于视频生成场景，根据用户输入的视频，生成翻译成不同语种的视频。,2024-05-01,10000,浙江省,金华市,义乌市,信息传输、软件和信息技术服务业,软件和信息技术服务业,信息系统集成服务,120.108044,29.334451,G4
3819,第十二批,深度合成,2025-07,闻声图像美化与特效算法,深度合成,内容生成,服务技术支持者,广州闻声沐耳文化科技有限公司,未回填,应用于图像视频生成场景，服务于企业端客户，根据用户输入的图像、视频，生成人像精修、质感强化及风格化渲染的图像、视频。,2024-05-01,100,广东省,广州市,天河区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.347222,23.143984,G4
3820,第十二批,深度合成,2025-07,金证大模型应用算法,深度合成,内容生成,服务技术支持者,深圳市金证科技股份有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成金融领域相关的文本。,2024-05-01,94627,广东省,深圳市,南山区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,113.947617,22.534952,G4
3821,第十二批,深度合成,2025-07,萌邦AI大模型算法,深度合成,内容生成,服务提供者,世纪萌邦(上海)信息技术有限公司,萌邦AI(小程序),应用于对话生成场景，根据用户输入的文本，生成宠物医疗领域相关的文本。,2024-05-01,3000,上海市,上海市,杨浦区,科学研究和技术服务业,专业技术服务业,质检技术服务,121.507795,31.309249,G4
3822,第十二批,深度合成,2025-07,餐参Ai对话内容生成算法,深度合成,内容生成,服务提供者,弃疾数智（深圳）科技有限公司,餐参Ai(小程序),应用于对话生成场景，根据用户输入的文本，生成膳食、运动、心理相关的建议和解答文本。,2024-05-01,163,广东省,深圳市,龙华区,信息传输、软件和信息技术服务业,软件和信息技术服务业,其他信息技术服务业,114.011905,22.617597,G4
3823,第十二批,深度合成,2025-07,飞鸢AIoT大模型应用算法,深度合成,人机对话,服务技术支持者,上海移远通信技术股份有限公司,移联万物(APP),应用于对话生成场景，服务于企业端客户，根据用户输入的音频，生成相应的音频回复。,2024-05-01,26165,上海市,上海市,松江区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,121.294548,31.097660,G4
3824,第十二批,深度合成,2025-07,对啊财经考试AI助手生成合成类算法,深度合成,内容生成,服务提供者,北京对啊科技有限公司,会计随身学(APP)、对啊课堂(公众账号)、注册会计师随身学(APP)、对啊课堂(小程序)、对啊课堂(APP)、经济师随身学(APP)、对啊(网站)、会计职称随身学(APP),应用于对话生成场景，根据用户输入的文本，图像，生成财经考试相关的文本内容。,2024-05-01,660,北京市,北京市,大兴区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.535221,39.811783,G4
3825,第十二批,深度合成,2025-07,Heliki检索生成合成算法,深度合成,智能搜索,服务提供者,重庆四零四科技有限公司,Heliki So AI搜索(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本内容。,2024-05-01,100,重庆市,重庆市,渝北区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,106.536175,29.659774,G4
3826,第十二批,深度合成,2025-07,维伍图像生成合成类算法,深度合成,内容生成,服务提供者,南京维伍网络科技有限公司,D5渲染器(APP)、D5 Lite(其他)、D5 Lite(网站)、D5 Hi(网站),应用于图像生成场景，根据用户输入的文本、图像，生成满足用户需求的图像。,2024-05-01,114,江苏省,南京市,秦淮区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.822146,32.038665,G4
3827,第十二批,深度合成,2025-07,小对象AI智能问话生成式算法,深度合成,人机对话,服务提供者,深圳市乐唯科技开发有限公司,小对象(APP),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-05-01,1250,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.940148,22.524553,G4
3828,第十二批,深度合成,2025-07,一码智片数字人算法,深度合成,内容生成,服务提供者,厦门市一码当先信息科技有限公司,一码智片(网站),应用于数字人生成场景，根据用户输入的文本、音频、视频，生成符合用户需求的定制化音频、视频以及互动型数字人。,2024-05-01,1000,福建省,厦门市,湖里区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.047210,24.611206,G4
3829,第十二批,深度合成,2025-07,快链数字人合成算法,深度合成,内容生成,服务提供者,广州快链网络科技有限公司,小链(APP),应用于数字人生成场景，根据用户输入的文本，生成相应的数字人视频。,2024-05-01,3,广东省,广州市,南沙区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.531336,22.788906,G4
3830,第十二批,深度合成,2025-07,思为大模型算法,深度合成,内容生成,服务提供者,深圳思为科技有限公司,思为科技营销云(网站)、销冠CRM(APP),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-05-01,747,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.942755,22.524562,G4
3831,第十二批,深度合成,2025-07,AIGCLINKER多模态内容生成算法,深度合成,内容生成,服务提供者,深圳市远澜科技有限公司,AIGCLINKER(网站)、AIGCLINKER(APP),应用于多模态内容生成场景，根据用户输入的文本、音频、图片、视频，生成相应的文本、图片、音频、视频内容。,2024-05-01,500,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.903417,22.515046,G4
3832,第十二批,深度合成,2025-07,快漫AI图像视频生成算法,深度合成,内容生成,服务提供者,深圳市网心科技有限公司,快漫AI(小程序),应用于图像视频生成场景，根据用户输入的图像，生成相应的图像、视频。,2024-05-01,38000,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.880345,22.500440,G4
3833,第十二批,深度合成,2025-07,玖英智能聊天多模态生成算法,深度合成,内容生成,服务提供者,深圳市玖英软件开发有限公司,AI甜言键盘(其他)、sky Ai(其他),应用于多模态内容生成场景，根据用户输入的文本、图像、音频，生成相应的文本、图像、音频内容。,2024-05-01,1,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.937938,22.524553,G4
3834,第十二批,深度合成,2025-07,英孚乐学内容合成算法,深度合成,内容生成,服务提供者,英孚（上海）科技有限公司,英孚乐学(APP),应用于文本语音生成场景，根据用户输入的文本或语音，生成相应的文本、语音内容。,2024-05-01,2700,上海市,上海市,黄浦区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,121.476409,31.198637,G4
3835,第十二批,深度合成,2025-07,遨趣GloCoach智能问答算法,深度合成,人机对话,服务提供者,遨趣教育科技（上海）有限公司,GloCoach(APP),应用于语音对话场景，根据用户输入的语音内容，生成相应语音回复。,2024-05-01,50,上海市,上海市,崇明区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.394173,31.635959,G4
3836,第十二批,深度合成,2025-07,金蝶苍穹智能分析算法,深度合成,内容生成,服务提供者,金蝶软件（中国）有限公司,Boss助理(APP)、金蝶云星瀚(网站)、金蝶云苍穹(网站)、金蝶云社区(网站)、金蝶云星空(网站)、金蝶云(APP)、苍穹(APP),应用于对话生成场景，根据用户输入的文本，生成相应的文本内容。,2024-05-01,140000,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.954789,22.534117,G4
3837,第十二批,深度合成,2025-07,森博明德CeMeta森宇宙好绘AI图像生成算法,深度合成,内容生成,服务技术支持者,北京森博明德营销科技股份有限公司,未回填,应用于图像生成场景，服务于企业端客户，根据用户输入的文本描述和参考图片，生成相应的图像内容。,2024-05-01,2009,北京市,北京市,朝阳区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.531635,39.851341,G4
3838,第十二批,深度合成,2025-07,鼎乐智融多模态合成算法,深度合成,内容生成,服务提供者,北京鼎乐科技有限公司,观海新闻(APP),应用于多模态生成场景，根据用户输入的文本、图像、音频，生成相应的文本、图像、音频、视频内容。,2024-05-01,1000,北京市,北京市,朝阳区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.514947,39.904445,G4
3839,第十二批,深度合成,2025-07,文思逸言生成合成算法,深度合成,内容生成,服务提供者,成都足不出户教育科技有限公司,文思逸言(APP),应用于多模态内容生成场景，根据用户输入的文本、图片、人声、视频，生成对应的文本、图像、音频、视频内容。,2024-05-01,100,四川省,成都市,双流区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,104.063398,30.534274,G4
3840,第十三批,深度合成,2025-09,孙悟空AI音乐生成算法,深度合成,内容生成,服务提供者,杭州悟空硅基科技有限公司,孙悟空AI(网站)、孙悟空AI(小程序)、孙悟空AI智能(APP),应用于音乐生成场景，根据用户输入的文本、图像，生成相应的音频，主要应用于音乐创作领域。,2024-06-20,100,浙江省,杭州市,余杭区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,120.085400,30.130196,G4
3841,第十三批,深度合成,2025-09,医敏AllergyAgent深度合成算法,深度合成,内容生成,服务提供者,杭州数智医济医疗科技有限公司,医敏+(小程序)、AI过敏医生辅助智能体(APP)、医敏助手(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-06-20,100,浙江省,杭州市,余杭区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,120.029782,30.258536,G4
3842,第十三批,深度合成,2025-09,耕耘文生文内容生成算法,深度合成,内容生成,服务提供者,黑龙江东北数字出版传媒有限公司,耕耘大语言模型(网站),应用于文本生成场景，根据用户输入的文本，生成相应的文本回复。,2024-06-20,1300,黑龙江省,哈尔滨市,南岗区,批发和零售业,批发业,文化、体育用品及器材批发,126.687726,45.749325,G4
3843,第十三批,深度合成,2025-09,智导互联HondaCONNECT车载交互智能对话算法,深度合成,人机对话,服务提供者,海纳新思智行服务有限公司,智导互联HondaCONNECT车载系统(其他),应用于对话生成场景，根据用户输入的音频，生成相应的文本、音频回复。,2024-06-20,30000,辽宁省,沈阳市,浑南区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,121.902901,39.064406,G4
3844,第十三批,深度合成,2025-09,首旅慧科盘道AI文字生成合成算法-2,深度合成,内容生成,服务提供者,北京首旅慧联科技有限责任公司,首客首享(小程序),应用于对话生成场景，根据用户输入的文本，生成文旅、电商相关的文本内容。,2024-06-20,17300,北京市,北京市,门头沟区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.437011,39.914542,G4
3845,第十三批,深度合成,2025-09,寰翼重楼多模态深度生成算法,深度合成,内容生成,服务提供者,深圳市寰翼重楼科技有限公司,MirrorMind明思(小程序),应用于多模态生成场景，根据用户输入的文本，生成相应的文本、图像、视频。,2024-06-20,10,广东省,深圳市,福田区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,114.050847,22.550611,G4
3846,第十三批,深度合成,2025-09,NB实验室智能问答算法,深度合成,人机对话,服务提供者,北京乐步教育科技有限公司,NB实验室(APP),应用于对话生成场景，根据用户输入的文本、音频，生成物理、化学、生物实验相关的文本、音频。,2024-06-20,1000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.315620,39.982160,G4
3847,第十三批,深度合成,2025-09,营动糖尿病膳食文本方案生成算法,深度合成,内容生成,服务提供者,营动智能技术（山东）有限公司,营动AI营养师(网站)、营动AI营养师(小程序)、营动AI营养师(公众账号)、营动AI营养师(APP),应用于文本生成场景，根据用户输入的健康信息文本，生成膳食管理方案。,2024-06-20,1000,山东省,济南市,历下区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,117.222271,36.696225,G4
3848,第十三批,深度合成,2025-09,雅识AI内容生成算法,深度合成,内容生成,服务提供者,雅识网络科技服务（杭州）有限公司,雅识(APP),应用于对话生成场景，根据用户输入的文本、音频，生成相应的文本、音频。,2024-06-20,118,浙江省,杭州市,滨江区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,120.192893,30.201001,G4
3849,第十三批,深度合成,2025-09,齐民要术智能对话生成算法,深度合成,内容生成,服务提供者,河北平普数政科技有限公司,齐民要术(小程序)、齐民要术(网站)、齐民要术(APP),应用于对话生成场景，根据用户输入文本、图像，生成农业相关的文本回复。,2024-06-20,1000,河北省,石家庄市,石家庄高新技术产业开发区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,114.545243,38.034299,G4
3850,第十三批,深度合成,2025-09,启迪数科多模态数字人交互算法,深度合成,人机对话,服务提供者,启迪数字科技（深圳）有限公司,龙华区AI数字工会(网站),应用于对话生成场景，根据用户输入的文本或音频，生成相应的文本回复。,2024-06-20,1488,广东省,深圳市,龙华区,租赁和商务服务业,商务服务业,其他商务服务业,113.986271,22.535093,G3
3851,第十三批,深度合成,2025-09,特格尔智慧医疗文本推理生成算法,深度合成,内容生成,服务提供者,特格尔医药集团股份有限公司,特格尔快药(APP)、特格尔快药(小程序),应用于对话生成场景，根据用户输入的文本，生成相应的文本回复。,2024-06-20,5000,湖南省,长沙市,芙蓉区,批发和零售业,零售业,医药及医疗器材专门零售,113.032539,28.185386,G3
3852,第十三批,深度合成,2025-09,AI效果图生成算法,深度合成,内容生成,服务提供者,深圳市网心科技有限公司,AI效果图(小程序),应用于图像生成场景，根据用户输入的图像，生成指定风格图像内容。,2024-06-20,38000,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.880345,22.500440,G4
3853,第十三批,深度合成,2025-09,宠物写真生成算法,深度合成,内容生成,服务提供者,深圳市网心科技有限公司,宠物写真(小程序),应用于图像生成场景，根据用户输入的图像，生成相应的图像内容。,2024-06-20,38000,广东省,深圳市,南山区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.880345,22.500440,G4
3854,第十三批,深度合成,2025-09,声网语音识别算法,深度合成,智能搜索,服务技术支持者,上海声网科技有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的音频，生成相应的文本内容。,2024-06-20,8000,上海市,上海市,杨浦区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,121.516013,31.298390,G3
3855,第十三批,深度合成,2025-09,华舜AI深度合成算法,深度合成,人机对话,服务技术支持者,江苏华舜智能科技有限公司,未回填,应用于文本音频生成场景，服务于企业端客户，根据用户输入的文本或语音，生成相应的文本、语音内容。,2024-06-20,2000,江苏省,连云港市,海州区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,119.204433,34.554462,G4
3856,第十三批,深度合成,2025-09,AI智桥文本生成算法,深度合成,内容生成,服务提供者,上海雷殷网络科技有限公司,AI智桥(网站)、AI智桥(APP)、AI智桥(小程序),应用于文本生成场景，根据用户输入的文本、图像，生成相应的文本内容。,2024-06-20,300,上海市,上海市,宝山区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.494420,31.372265,G4
3857,第十三批,深度合成,2025-09,彩之物智慧健康文本生成大模型算法,深度合成,内容生成,服务提供者,彩之物科技（深圳）有限公司,心泰医嘱管理端(APP)、心泰健康(APP)、乐彩健康(小程序)、心泰医嘱(APP)、深AI·智慧健康(APP)、心泰(小程序),应用于对话生成场景，根据用户输入的问题文本，生成相应的文本回复。,2024-06-20,1026,广东省,深圳市,龙岗区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,114.069442,22.624752,G4
3858,第十三批,深度合成,2025-09,悦趣AI视频彩铃生成算法,深度合成,内容生成,服务提供者,广州悦趣信息技术有限公司,悦趣AI视频彩铃生成算法(网站),应用于视频生成场景，根据用户输入的图像，生成定制化的人物动作视频。,2024-06-20,2000,广东省,广州市,海珠区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,113.314425,23.096205,G4
